ath1000.fasta_00013	ath1000.fasta_00577	27.3	227	145	7	18	234	69	285	3.1e-14	72.4
ath1000.fasta_00013	ath1000.fasta_00012	85.3	34	5	0	397	430	85	118	2.4e-11	62.8
ath1000.fasta_00013	ath1000.fasta_00307	26.5	238	153	10	17	240	7	236	1.0e-09	57.4
ath1000.fasta_00014	ath1000.fasta_00014	100.0	345	0	0	1	345	1	345	1.0e-198	684.9
ath1000.fasta_00015	ath1000.fasta_00015	100.0	195	0	0	1	195	1	195	2.9e-81	293.9
ath1000.fasta_00016	ath1000.fasta_00016	100.0	83	0	0	1	83	1	83	8.2e-46	174.9
ath1000.fasta_00017	ath1000.fasta_00017	100.0	307	0	0	1	307	1	307	2.8e-184	636.7
ath1000.fasta_00018	ath1000.fasta_00018	100.0	540	0	0	1	540	1	540	0.0e+00	1090.1
ath1000.fasta_00019	ath1000.fasta_00019	100.0	237	0	0	1	237	1	237	1.5e-132	464.5
ath1000.fasta_00019	ath1000.fasta_00924	57.1	217	83	5	23	236	7	216	1.6e-62	231.9
ath1000.fasta_00019	ath1000.fasta_00680	54.9	206	86	4	26	230	10	209	1.4e-58	218.8
ath1000.fasta_00019	ath1000.fasta_00578	53.3	212	86	4	23	234	8	206	5.4e-58	216.9
ath1000.fasta_00019	ath1000.fasta_00514	53.3	212	92	4	26	237	56	260	1.6e-54	205.3
ath1000.fasta_00019	ath1000.fasta_00117	43.9	196	108	2	21	216	1	194	2.1e-41	161.8
ath1000.fasta_00020	ath1000.fasta_00020	100.0	106	0	0	1	106	1	106	6.1e-62	228.8
ath1000.fasta_00021	ath1000.fasta_00021	100.0	948	0	0	1	948	1	948	0.0e+00	1909.0
ath1000.fasta_00022	ath1000.fasta_00022	100.0	260	0	0	1	260	1	260	1.7e-145	507.7
ath1000.fasta_00023	ath1000.fasta_00023	100.0	157	0	0	1	157	1	157	2.1e-95	340.5
ath1000.fasta_00024	ath1000.fasta_00024	100.0	331	0	0	1	331	1	331	6.6e-171	592.4
ath1000.fasta_00025	ath1000.fasta_00025	100.0	192	0	0	1	192	1	192	4.4e-103	366.3
ath1000.fasta_00025	ath1000.fasta_00293	57.9	57	24	0	45	101	53	109	4.6e-15	73.9
ath1000.fasta_00025	ath1000.fasta_00351	55.0	60	26	1	45	103	20	79	2.3e-14	71.6
ath1000.fasta_00026	ath1000.fasta_00026	100.0	590	0	0	1	590	1	590	0.0e+00	1114.8
ath1000.fasta_00026	ath1000.fasta_00912	38.5	52	32	0	434	485	348	399	9.7e-08	51.2
ath1000.fasta_00026	ath1000.fasta_00501	39.2	51	31	0	437	487	27	77	7.7e-05	41.6
ath1000.fasta_00026	ath1000.fasta_00556	34.8	69	43	1	410	478	195	261	2.9e-04	39.7
ath1000.fasta_00027	ath1000.fasta_00027	100.0	510	0	0	1	510	1	510	9.7e-307	1044.3
ath1000.fasta_00028	ath1000.fasta_00028	100.0	270	0	0	1	270	1	270	2.6e-149	520.4
ath1000.fasta_00029	ath1000.fasta_00029	100.0	485	0	0	1	485	1	485	2.8e-263	899.8
ath1000.fasta_00029	ath1000.fasta_00518	25.3	383	228	17	140	485	78	439	5.5e-25	108.2
ath1000.fasta_00030	ath1000.fasta_00030	100.0	141	0	0	1	141	1	141	2.1e-81	293.9
ath1000.fasta_00031	ath1000.fasta_00031	100.0	241	0	0	1	241	1	241	3.3e-140	490.0
ath1000.fasta_00032	ath1000.fasta_00032	100.0	1787	0	0	1	1787	1	1787	0.0e+00	3328.1
ath1000.fasta_00033	ath1000.fasta_00033	100.0	40	0	0	1	40	1	40	1.9e-19	86.3
ath1000.fasta_00034	ath1000.fasta_00034	100.0	711	0	0	1	711	1	711	0.0e+00	1412.9
ath1000.fasta_00035	ath1000.fasta_00035	100.0	343	0	0	1	343	1	343	7.7e-191	658.7
ath1000.fasta_00036	ath1000.fasta_00036	100.0	148	0	0	1	148	1	148	2.2e-81	293.9
ath1000.fasta_00037	ath1000.fasta_00037	100.0	187	0	0	1	187	1	187	3.4e-108	383.3
ath1000.fasta_00038	ath1000.fasta_00038	100.0	178	0	0	1	178	1	178	1.0e-69	255.4
ath1000.fasta_00038	ath1000.fasta_00876	54.1	109	48	1	66	174	28	134	2.2e-24	104.8
ath1000.fasta_00039	ath1000.fasta_00039	100.0	83	0	0	1	83	1	83	2.2e-43	166.8
ath1000.fasta_00040	ath1000.fasta_00040	100.0	497	0	0	1	497	1	497	9.5e-291	991.1
ath1000.fasta_00040	ath1000.fasta_00043	78.2	477	103	1	18	494	4	479	8.2e-218	748.8
ath1000.fasta_00040	ath1000.fasta_00664	32.8	475	274	13	26	474	7	462	1.3e-61	229.9
ath1000.fasta_00040	ath1000.fasta_00665	33.5	469	276	11	26	473	7	460	4.1e-60	224.9
ath1000.fasta_00040	ath1000.fasta_00663	33.5	483	270	15	23	474	3	465	3.6e-56	211.8
ath1000.fasta_00040	ath1000.fasta_00498	30.1	472	283	12	25	479	6	447	8.1e-48	184.1
ath1000.fasta_00040	ath1000.fasta_00497	28.5	470	293	11	25	479	6	447	1.4e-44	173.3
ath1000.fasta_00040	ath1000.fasta_00482	27.5	465	300	13	24	476	54	493	1.3e-37	150.2
ath1000.fasta_00040	ath1000.fasta_00479	26.0	473	313	11	24	483	4	452	5.1e-34	138.3
ath1000.fasta_00041	ath1000.fasta_00041	100.0	204	0	0	1	204	1	204	1.4e-110	391.3
ath1000.fasta_00042	ath1000.fasta_00042	100.0	361	0	0	1	361	1	361	8.1e-207	711.8
ath1000.fasta_00043	ath1000.fasta_00043	100.0	484	0	0	1	484	1	484	2.2e-284	969.9
ath1000.fasta_00043	ath1000.fasta_00040	78.2	477	103	1	4	479	18	494	1.0e-217	748.4
ath1000.fasta_00043	ath1000.fasta_00664	34.6	471	264	16	15	459	10	462	1.8e-63	236.1
ath1000.fasta_00043	ath1000.fasta_00665	34.5	472	266	14	12	458	7	460	1.1e-60	226.9
ath1000.fasta_00043	ath1000.fasta_00498	31.2	475	273	12	11	464	6	447	2.9e-50	192.2
ath1000.fasta_00043	ath1000.fasta_00497	30.2	473	280	13	11	464	6	447	1.6e-48	186.4
ath1000.fasta_00043	ath1000.fasta_00482	28.4	472	288	15	10	462	54	494	6.3e-37	147.9
ath1000.fasta_00043	ath1000.fasta_00479	27.1	480	287	16	10	462	4	447	2.0e-35	142.9
ath1000.fasta_00044	ath1000.fasta_00044	100.0	456	0	0	1	456	1	456	5.2e-275	938.7
ath1000.fasta_00045	ath1000.fasta_00045	100.0	664	0	0	1	664	1	664	0.0e+00	1110.5
ath1000.fasta_00046	ath1000.fasta_00046	100.0	470	0	0	1	470	1	470	7.9e-279	951.4
ath1000.fasta_00046	ath1000.fasta_00389	31.0	242	144	6	71	312	821	1039	2.1e-21	96.3
ath1000.fasta_00046	ath1000.fasta_00965	26.8	246	135	9	23	246	662	884	8.0e-13	67.8
ath1000.fasta_00046	ath1000.fasta_00733	25.3	277	161	11	67	322	148	399	4.4e-11	62.0
ath1000.fasta_00046	ath1000.fasta_00608	25.4	284	166	11	14	282	52	304	7.5e-11	61.2
ath1000.fasta_00046	ath1000.fasta_00622	25.4	279	155	11	65	322	667	913	1.7e-10	60.1
ath1000.fasta_00046	ath1000.fasta_00056	27.9	197	105	9	121	300	249	425	3.7e-10	58.9
ath1000.fasta_00046	ath1000.fasta_00699	23.8	261	152	10	65	304	120	354	7.8e-08	51.2
ath1000.fasta_00046	ath1000.fasta_00500	27.3	187	105	9	67	248	613	773	1.0e-07	50.8
ath1000.fasta_00046	ath1000.fasta_00698	26.8	179	102	6	67	242	614	766	1.7e-07	50.1
ath1000.fasta_00046	ath1000.fasta_00708	23.2	302	178	14	27	300	675	950	2.9e-07	49.3
ath1000.fasta_00046	ath1000.fasta_00902	27.1	181	95	7	137	300	268	428	3.8e-07	48.9
ath1000.fasta_00047	ath1000.fasta_00047	100.0	267	0	0	1	267	1	267	1.5e-133	468.0
ath1000.fasta_00048	ath1000.fasta_00048	100.0	427	0	0	1	427	1	427	1.5e-236	810.8
ath1000.fasta_00049	ath1000.fasta_00049	100.0	151	0	0	1	151	1	151	1.6e-84	304.3
ath1000.fasta_00050	ath1000.fasta_00050	100.0	496	0	0	1	496	1	496	2.9e-295	1006.1
ath1000.fasta_00051	ath1000.fasta_00051	100.0	177	0	0	1	177	1	177	1.3e-53	201.8
ath1000.fasta_00052	ath1000.fasta_00052	100.0	327	0	0	1	327	1	327	1.4e-178	617.8
ath1000.fasta_00053	ath1000.fasta_00053	100.0	636	0	0	1	636	1	636	0.0e+00	1212.2
ath1000.fasta_00054	ath1000.fasta_00054	100.0	287	0	0	1	287	1	287	1.7e-167	580.9
ath1000.fasta_00055	ath1000.fasta_00055	100.0	247	0	0	1	247	1	247	1.4e-138	484.6
ath1000.fasta_00056	ath1000.fasta_00056	100.0	472	0	0	1	472	1	472	1.0e-273	934.5
ath1000.fasta_00056	ath1000.fasta_00902	54.9	443	176	4	21	440	3	444	1.7e-135	475.3
ath1000.fasta_00056	ath1000.fasta_00699	41.9	298	158	5	142	426	56	351	3.9e-68	251.5
ath1000.fasta_00056	ath1000.fasta_00708	41.3	288	168	1	142	428	666	953	1.1e-65	243.4
ath1000.fasta_00056	ath1000.fasta_00608	40.2	291	167	4	143	426	57	347	2.0e-64	239.2
ath1000.fasta_00056	ath1000.fasta_00698	41.9	298	162	5	142	438	560	847	2.2e-63	235.7
ath1000.fasta_00056	ath1000.fasta_00733	41.2	284	164	3	142	422	91	374	2.9e-63	235.3
ath1000.fasta_00056	ath1000.fasta_00697	41.0	288	160	6	140	425	548	827	8.5e-63	233.8
ath1000.fasta_00056	ath1000.fasta_00622	39.9	291	161	4	142	426	613	895	6.3e-58	217.6
ath1000.fasta_00056	ath1000.fasta_00965	39.7	292	148	7	156	426	668	952	1.9e-54	206.1
ath1000.fasta_00056	ath1000.fasta_00500	39.9	296	168	7	142	435	560	847	6.1e-53	201.1
ath1000.fasta_00056	ath1000.fasta_00814	36.6	292	156	9	156	425	716	1000	1.2e-45	176.8
ath1000.fasta_00056	ath1000.fasta_00828	31.0	339	194	12	97	426	615	922	1.6e-32	133.3
ath1000.fasta_00056	ath1000.fasta_00079	31.1	177	113	3	178	354	2	169	2.0e-24	106.3
ath1000.fasta_00056	ath1000.fasta_00389	26.8	295	176	11	160	438	772	1042	5.7e-19	88.2
ath1000.fasta_00056	ath1000.fasta_00046	27.9	197	105	9	249	425	121	300	1.7e-10	60.1
ath1000.fasta_00056	ath1000.fasta_00336	23.9	197	103	8	198	355	834	1022	3.0e-07	49.3
ath1000.fasta_00057	ath1000.fasta_00057	100.0	349	0	0	1	349	1	349	3.7e-196	676.4
ath1000.fasta_00058	ath1000.fasta_00058	100.0	369	0	0	1	369	1	369	4.8e-223	765.8
ath1000.fasta_00058	ath1000.fasta_00734	73.1	353	95	0	15	367	8	360	5.6e-155	539.7
ath1000.fasta_00058	ath1000.fasta_00989	56.3	327	139	3	11	336	6	329	3.6e-109	387.5
ath1000.fasta_00058	ath1000.fasta_00287	35.1	288	175	5	43	325	216	496	5.3e-44	171.0
ath1000.fasta_00058	ath1000.fasta_00950	33.9	316	191	7	46	352	89	395	6.9e-44	170.6
ath1000.fasta_00058	ath1000.fasta_00920	35.8	282	173	4	43	321	166	442	3.4e-43	168.3
ath1000.fasta_00058	ath1000.fasta_00013	35.4	198	116	5	44	235	23	214	2.5e-22	99.0
ath1000.fasta_00058	ath1000.fasta_00821	27.9	294	174	9	46	334	21	281	6.3e-21	94.4
ath1000.fasta_00059	ath1000.fasta_00059	100.0	509	0	0	1	509	1	509	3.6e-309	1052.4
ath1000.fasta_00059	ath1000.fasta_00731	58.1	422	167	4	84	505	123	534	1.6e-147	515.4
ath1000.fasta_00059	ath1000.fasta_00454	41.4	478	262	8	31	502	20	485	1.4e-103	369.4
ath1000.fasta_00060	ath1000.fasta_00060	100.0	803	0	0	1	803	1	803	0.0e+00	1560.8
ath1000.fasta_00060	ath1000.fasta_00061	63.4	718	238	7	94	803	4	704	3.0e-254	870.5
ath1000.fasta_00061	ath1000.fasta_00061	100.0	704	0	0	1	704	1	704	0.0e+00	1369.0
ath1000.fasta_00061	ath1000.fasta_00060	63.4	718	238	7	4	704	94	803	3.1e-255	873.6
ath1000.fasta_00062	ath1000.fasta_00062	100.0	554	0	0	1	554	1	554	0.0e+00	1137.9
ath1000.fasta_00063	ath1000.fasta_00063	100.0	503	0	0	1	503	1	503	3.0e-292	996.1
ath1000.fasta_00063	ath1000.fasta_00591	44.1	490	247	9	22	493	104	584	1.3e-109	389.4
ath1000.fasta_00063	ath1000.fasta_00145	41.6	515	264	12	2	494	29	528	8.9e-95	340.1
ath1000.fasta_00064	ath1000.fasta_00064	100.0	286	0	0	1	286	1	286	3.2e-166	576.6
ath1000.fasta_00065	ath1000.fasta_00065	100.0	255	0	0	1	255	1	255	7.6e-151	525.4
ath1000.fasta_00066	ath1000.fasta_00066	100.0	207	0	0	1	207	1	207	2.0e-117	414.1
ath1000.fasta_00067	ath1000.fasta_00067	100.0	540	0	0	1	540	1	540	0.0e+00	1078.2
ath1000.fasta_00067	ath1000.fasta_00515	40.3	533	314	3	8	539	7	536	1.3e-112	399.4
ath1000.fasta_00068	ath1000.fasta_00068	100.0	569	0	0	1	569	1	569	4.2e-290	989.2
ath1000.fasta_00068	ath1000.fasta_00069	28.5	527	206	12	49	568	2	364	6.2e-36	144.8
ath1000.fasta_00068	ath1000.fasta_00070	47.8	159	73	3	10	159	3	160	9.0e-35	141.0
ath1000.fasta_00068	ath1000.fasta_00070	56.6	83	32	1	486	568	225	303	2.5e-21	96.3
ath1000.fasta_00069	ath1000.fasta_00069	100.0	365	0	0	1	365	1	365	2.0e-189	654.1
ath1000.fasta_00069	ath1000.fasta_00070	37.9	367	121	9	1	365	43	304	1.2e-51	196.4
ath1000.fasta_00069	ath1000.fasta_00068	28.5	527	206	12	2	364	49	568	6.0e-40	157.5
ath1000.fasta_00070	ath1000.fasta_00070	100.0	308	0	0	1	308	1	308	2.6e-177	613.6
ath1000.fasta_00070	ath1000.fasta_00069	37.9	367	121	9	43	304	1	365	4.1e-50	191.0
ath1000.fasta_00070	ath1000.fasta_00068	47.8	159	73	3	3	160	10	159	4.9e-35	141.0
ath1000.fasta_00070	ath1000.fasta_00068	56.6	83	32	1	225	303	486	568	4.0e-21	94.7
ath1000.fasta_00071	ath1000.fasta_00071	100.0	450	0	0	1	450	1	450	1.8e-248	850.5
ath1000.fasta_00072	ath1000.fasta_00072	100.0	433	0	0	1	433	1	433	6.0e-249	852.0
ath1000.fasta_00073	ath1000.fasta_00073	100.0	372	0	0	1	372	1	372	3.5e-213	733.0
ath1000.fasta_00074	ath1000.fasta_00074	100.0	427	0	0	1	427	1	427	1.1e-255	874.4
ath1000.fasta_00075	ath1000.fasta_00075	100.0	139	0	0	1	139	1	139	4.7e-62	229.6
ath1000.fasta_00076	ath1000.fasta_00076	100.0	289	0	0	1	289	1	289	4.9e-154	536.2
ath1000.fasta_00076	ath1000.fasta_00129	38.5	130	69	4	8	129	4	130	1.3e-18	86.3
ath1000.fasta_00077	ath1000.fasta_00077	100.0	62	0	0	1	62	1	62	1.1e-29	120.9
ath1000.fasta_00078	ath1000.fasta_00078	100.0	224	0	0	1	224	1	224	4.6e-83	300.1
ath1000.fasta_00079	ath1000.fasta_00079	100.0	405	0	0	1	405	1	405	1.2e-235	807.7
ath1000.fasta_00079	ath1000.fasta_00699	34.1	252	145	7	3	233	103	354	1.7e-35	142.9
ath1000.fasta_00079	ath1000.fasta_00733	30.5	249	151	6	3	229	129	377	2.6e-28	119.0
ath1000.fasta_00079	ath1000.fasta_00056	31.1	177	113	3	2	169	178	354	7.9e-25	107.5
ath1000.fasta_00079	ath1000.fasta_00608	27.6	243	150	7	18	234	109	351	1.6e-22	99.8
ath1000.fasta_00079	ath1000.fasta_00500	25.8	248	165	5	1	229	592	839	2.1e-22	99.4
ath1000.fasta_00079	ath1000.fasta_00697	23.8	248	162	5	4	229	585	827	6.9e-21	94.4
ath1000.fasta_00079	ath1000.fasta_00698	25.6	246	162	6	2	229	594	836	1.5e-20	93.2
ath1000.fasta_00079	ath1000.fasta_00965	25.2	230	151	7	17	226	720	948	2.3e-16	79.3
ath1000.fasta_00080	ath1000.fasta_00080	100.0	140	0	0	1	140	1	140	3.6e-78	283.1
ath1000.fasta_00081	ath1000.fasta_00081	100.0	419	0	0	1	419	1	419	1.7e-240	823.9
ath1000.fasta_00082	ath1000.fasta_00082	100.0	632	0	0	1	632	1	632	0.0e+00	1296.6
ath1000.fasta_00083	ath1000.fasta_00083	100.0	205	0	0	1	205	1	205	1.7e-124	437.6
ath1000.fasta_00083	ath1000.fasta_00988	50.3	175	81	2	1	169	1	175	2.8e-55	207.6
ath1000.fasta_00084	ath1000.fasta_00084	100.0	1193	0	0	1	1193	1	1193	0.0e+00	2207.2
ath1000.fasta_00085	ath1000.fasta_00085	100.0	295	0	0	1	295	1	295	1.5e-166	577.8
ath1000.fasta_00086	ath1000.fasta_00086	100.0	160	0	0	1	160	1	160	1.9e-62	231.1
ath1000.fasta_00087	ath1000.fasta_00087	100.0	235	0	0	1	235	1	235	2.8e-131	460.3
ath1000.fasta_00088	ath1000.fasta_00088	100.0	574	0	0	1	574	1	574	0.0e+00	1082.8
ath1000.fasta_00089	ath1000.fasta_00089	100.0	152	0	0	1	152	1	152	9.7e-77	278.5
ath1000.fasta_00090	ath1000.fasta_00090	100.0	343	0	0	1	343	1	343	4.0e-195	672.9
ath1000.fasta_00091	ath1000.fasta_00091	100.0	599	0	0	1	599	1	599	0.0e+00	1168.3
ath1000.fasta_00092	ath1000.fasta_00092	100.0	774	0	0	1	774	1	774	0.0e+00	1468.0
ath1000.fasta_00092	ath1000.fasta_00326	42.7	780	412	18	17	772	3	771	5.7e-157	547.4
ath1000.fasta_00093	ath1000.fasta_00093	100.0	353	0	0	1	353	1	353	7.2e-200	688.7
ath1000.fasta_00094	ath1000.fasta_00094	100.0	434	0	0	1	434	1	434	1.6e-257	880.6
ath1000.fasta_00095	ath1000.fasta_00095	100.0	580	0	0	1	580	1	580	1.3e-294	1004.2
ath1000.fasta_00096	ath1000.fasta_00096	100.0	160	0	0	1	160	1	160	6.3e-95	339.0
ath1000.fasta_00097	ath1000.fasta_00097	100.0	894	0	0	1	894	1	894	0.0e+00	1648.6
ath1000.fasta_00097	ath1000.fasta_00871	34.8	305	174	5	104	403	477	761	1.5e-44	174.1
ath1000.fasta_00098	ath1000.fasta_00098	100.0	1750	0	0	1	1750	1	1750	0.0e+00	3401.3
ath1000.fasta_00099	ath1000.fasta_00099	100.0	409	0	0	1	409	1	409	9.4e-236	808.1
ath1000.fasta_00100	ath1000.fasta_00100	100.0	541	0	0	1	541	1	541	0.0e+00	1095.5
ath1000.fasta_00101	ath1000.fasta_00101	100.0	245	0	0	1	245	1	245	2.4e-141	493.8
ath1000.fasta_00102	ath1000.fasta_00102	100.0	434	0	0	1	434	1	434	1.8e-256	877.1
ath1000.fasta_00103	ath1000.fasta_00103	100.0	673	0	0	1	673	1	673	0.0e+00	1324.3
ath1000.fasta_00104	ath1000.fasta_00104	100.0	642	0	0	1	642	1	642	0.0e+00	1276.5
ath1000.fasta_00105	ath1000.fasta_00105	100.0	267	0	0	1	267	1	267	8.3e-132	462.2
ath1000.fasta_00105	ath1000.fasta_00106	76.0	25	6	0	160	184	150	174	4.9e-07	47.8
ath1000.fasta_00105	ath1000.fasta_00106	38.9	54	33	0	209	262	225	278	6.4e-07	47.4
ath1000.fasta_00106	ath1000.fasta_00106	100.0	324	0	0	1	324	1	324	1.9e-162	564.3
ath1000.fasta_00106	ath1000.fasta_00105	32.6	129	61	2	150	278	160	262	7.2e-13	67.4
ath1000.fasta_00107	ath1000.fasta_00107	100.0	395	0	0	1	395	1	395	1.3e-229	787.7
ath1000.fasta_00108	ath1000.fasta_00108	100.0	710	0	0	1	710	1	710	0.0e+00	1404.8
ath1000.fasta_00108	ath1000.fasta_00496	31.6	373	242	6	156	527	334	694	3.1e-53	202.6
ath1000.fasta_00108	ath1000.fasta_00948	28.0	508	325	11	85	568	85	575	1.7e-51	196.8
ath1000.fasta_00108	ath1000.fasta_00930	24.3	507	347	10	56	541	72	562	5.9e-44	171.8
ath1000.fasta_00108	ath1000.fasta_00719	28.5	390	264	6	72	461	53	427	1.6e-41	163.7
ath1000.fasta_00108	ath1000.fasta_00956	29.5	336	229	5	85	420	259	586	2.1e-41	163.3
ath1000.fasta_00108	ath1000.fasta_00597	30.2	318	210	4	141	458	187	492	5.2e-40	158.7
ath1000.fasta_00108	ath1000.fasta_00272	24.7	458	327	7	71	525	122	564	8.3e-38	151.4
ath1000.fasta_00108	ath1000.fasta_00816	26.3	247	171	4	141	384	317	555	2.2e-22	100.1
ath1000.fasta_00108	ath1000.fasta_00149	24.7	219	157	3	208	426	179	389	2.1e-20	93.6
ath1000.fasta_00108	ath1000.fasta_00552	21.4	370	256	9	141	508	129	465	2.6e-15	76.6
ath1000.fasta_00109	ath1000.fasta_00109	100.0	333	0	0	1	333	1	333	8.4e-158	548.9
ath1000.fasta_00110	ath1000.fasta_00110	100.0	73	0	0	1	73	1	73	1.0e-36	144.4
ath1000.fasta_00111	ath1000.fasta_00111	100.0	131	0	0	1	131	1	131	5.8e-78	282.3
ath1000.fasta_00112	ath1000.fasta_00112	100.0	2431	0	0	1	2431	1	2431	0.0e+00	4714.1
ath1000.fasta_00113	ath1000.fasta_00113	100.0	260	0	0	1	260	1	260	2.8e-148	516.9
ath1000.fasta_00114	ath1000.fasta_00114	100.0	332	0	0	1	332	1	332	6.8e-192	662.1
ath1000.fasta_00115	ath1000.fasta_00115	100.0	703	0	0	1	703	1	703	0.0e+00	1322.8
ath1000.fasta_00116	ath1000.fasta_00116	100.0	473	0	0	1	473	1	473	1.9e-280	956.8
ath1000.fasta_00117	ath1000.fasta_00117	100.0	203	0	0	1	203	1	203	2.4e-115	407.1
ath1000.fasta_00117	ath1000.fasta_00680	46.9	207	103	2	4	203	8	214	2.4e-51	194.5
ath1000.fasta_00117	ath1000.fasta_00924	45.5	209	105	2	4	203	8	216	3.3e-48	184.1
ath1000.fasta_00117	ath1000.fasta_00578	47.8	207	100	3	4	202	9	215	1.6e-47	181.8
ath1000.fasta_00117	ath1000.fasta_00514	51.0	157	77	0	6	162	56	212	3.2e-43	167.5
ath1000.fasta_00117	ath1000.fasta_00019	43.9	196	108	2	1	194	21	216	1.1e-40	159.1
ath1000.fasta_00118	ath1000.fasta_00118	100.0	150	0	0	1	150	1	150	7.3e-85	305.4
ath1000.fasta_00119	ath1000.fasta_00119	100.0	453	0	0	1	453	1	453	7.2e-269	918.3
ath1000.fasta_00120	ath1000.fasta_00120	100.0	524	0	0	1	524	1	524	6.5e-306	1041.6
ath1000.fasta_00121	ath1000.fasta_00121	100.0	71	0	0	1	71	1	71	8.6e-36	141.4
ath1000.fasta_00122	ath1000.fasta_00122	100.0	367	0	0	1	367	1	367	6.1e-202	695.7
ath1000.fasta_00123	ath1000.fasta_00123	100.0	226	0	0	1	226	1	226	3.5e-131	459.9
ath1000.fasta_00124	ath1000.fasta_00124	100.0	627	0	0	1	627	1	627	0.0e+00	1262.3
ath1000.fasta_00124	ath1000.fasta_00125	57.7	626	255	5	1	622	1	620	2.7e-210	724.2
ath1000.fasta_00125	ath1000.fasta_00125	100.0	625	0	0	1	625	1	625	0.0e+00	1263.4
ath1000.fasta_00125	ath1000.fasta_00124	57.7	626	255	5	1	620	1	622	3.6e-210	723.8
ath1000.fasta_00126	ath1000.fasta_00126	100.0	87	0	0	1	87	1	87	4.4e-50	189.1
ath1000.fasta_00127	ath1000.fasta_00127	100.0	394	0	0	1	394	1	394	3.6e-232	796.2
ath1000.fasta_00127	ath1000.fasta_00128	53.6	403	134	13	1	394	1	359	6.8e-98	350.1
ath1000.fasta_00127	ath1000.fasta_00129	51.0	400	143	13	1	387	1	360	3.7e-88	317.8
ath1000.fasta_00128	ath1000.fasta_00128	100.0	359	0	0	1	359	1	359	3.1e-206	709.9
ath1000.fasta_00128	ath1000.fasta_00129	61.5	364	122	7	1	351	1	359	1.8e-110	391.7
ath1000.fasta_00128	ath1000.fasta_00127	53.6	403	134	13	1	359	1	394	7.5e-96	343.2
ath1000.fasta_00128	ath1000.fasta_00000	34.2	336	157	10	1	278	1	330	4.5e-40	157.9
ath1000.fasta_00129	ath1000.fasta_00129	100.0	362	0	0	1	362	1	362	1.2e-213	734.6
ath1000.fasta_00129	ath1000.fasta_00128	61.5	364	122	7	1	359	1	351	6.2e-114	403.3
ath1000.fasta_00129	ath1000.fasta_00127	51.0	400	143	13	1	360	1	387	4.0e-89	320.9
ath1000.fasta_00129	ath1000.fasta_00076	38.5	130	69	4	4	130	8	129	1.4e-17	83.2
ath1000.fasta_00130	ath1000.fasta_00130	100.0	502	0	0	1	502	1	502	3.2e-278	949.5
ath1000.fasta_00131	ath1000.fasta_00131	100.0	484	0	0	1	484	1	484	3.5e-290	989.2
ath1000.fasta_00132	ath1000.fasta_00132	100.0	297	0	0	1	297	1	297	6.1e-168	582.4
ath1000.fasta_00133	ath1000.fasta_00133	100.0	443	0	0	1	443	1	443	6.4e-262	895.2
